,Unnamed: 0,raw_header,reuters_url,article_publish_date,processed_header,neg,neu,pos,compound
762,762,"GLOBAL MARKETS-Asian shares inch up after Apple earnings, CEO comments",https://www.reuters.com/article/global-markets/global-markets-asian-shares-inch-up-after-apple-earnings-ceo-comments-idUSL3N1ZU06Y,a year ago,"Asian shares inch up after Apple earnings, CEO comments",0.0,0.784,0.216,0.296
763,763,iPhone suppliers rise after Apple's quarterly report,https://www.reuters.com/article/us-apple-result-report/iphone-suppliers-rise-after-apples-quarterly-report-idUSKCN1PO00A,a year ago,iPhone suppliers rise after Apple's quarterly report,0.0,1.0,0.0,0.0
764,764,Breakingviews - Apple cash and services salve iPhone worries,https://www.reuters.com/article/us-apple-results-breakingviews/breakingviews-apple-cash-and-services-salve-iphone-worries-idUSKCN1PN327,a year ago,Apple cash and services salve iPhone worries,0.318,0.682,0.0,-0.4215
765,765,Apple sees sales largely below Wall St as iPhone demand weak,https://www.reuters.com/article/apple-results/apple-sees-sales-largely-below-wall-st-as-iphone-demand-weak-idUSL1N1ZT039,a year ago,Apple sees sales largely below Wall St as iPhone demand weak,0.328,0.672,0.0,-0.5267
766,766,"Smartphone screen maker Corning beats revenue, profit estimates",https://www.reuters.com/article/us-corning-results/smartphone-screen-maker-corning-beats-revenue-profit-estimates-idUSKCN1PN1IM,a year ago,"Smartphone screen maker Corning beats revenue, profit estimates",0.0,0.707,0.293,0.4404
767,767,"Smartphone screen maker Corning beats revenue, profit estimates",https://www.reuters.com/article/corning-results/smartphone-screen-maker-corning-beats-revenue-profit-estimates-idUSL3N1ZT4ER,a year ago,"Smartphone screen maker Corning beats revenue, profit estimates",0.0,0.707,0.293,0.4404
768,768,Apple to patch privacy bug in video-calling feature,https://www.reuters.com/article/us-apple-patch/apple-to-patch-privacy-bug-in-video-calling-feature-idUSKCN1PN03R,a year ago,Apple to patch privacy bug in video-calling feature,0.0,1.0,0.0,0.0
769,769,"Apple Watch, using Aetna client data, wants to help you be healthy",https://www.reuters.com/article/us-cvs-health-apple/apple-watch-using-aetna-client-data-wants-to-help-you-be-healthy-idUSKCN1PN11M,a year ago,"Apple Watch, using Aetna client data, wants to help you be healthy",0.0,0.649,0.351,0.6597
770,770,Apple to patch privacy bug in video calling feature,https://www.reuters.com/article/apple-patch/apple-to-patch-privacy-bug-in-video-calling-feature-idUSL1N1ZT01L,a year ago,Apple to patch privacy bug in video calling feature,0.0,1.0,0.0,0.0
771,771,Apple says spent $60 billion with U.S. suppliers in 2018,https://www.reuters.com/article/us-apple-suppliers/apple-says-spent-60-billion-with-u-s-suppliers-in-2018-idUSKCN1PM1UH,a year ago,Apple says spent $60 billion with U.S. suppliers in 2018,0.0,1.0,0.0,0.0
772,772,Apple dismisses over 200 staff from autonomous vehicle group: CNBC,https://www.reuters.com/article/us-apple-layoffs/apple-dismisses-over-200-staff-from-autonomous-vehicle-group-cnbc-idUSKCN1PI0J8,a year ago,Apple dismisses over 200 staff from autonomous vehicle group: CNBC,0.0,1.0,0.0,0.0
773,773,Apple dismisses over 200 staff from autonomous vehicle group - CNBC,https://www.reuters.com/article/apple-layoffs/apple-dismisses-over-200-staff-from-autonomous-vehicle-group-cnbc-idUSL3N1ZO2LE,a year ago,Apple dismisses over 200 staff from autonomous vehicle group - CNBC,0.0,1.0,0.0,0.0
774,774,Huawei targets European expansion with mid-priced smartphone,https://www.reuters.com/article/us-huawei-smartphones-europe/huawei-targets-european-expansion-with-mid-priced-smartphone-idUSKCN1PG2ED,a year ago,Huawei targets European expansion with mid-priced smartphone,0.0,1.0,0.0,0.0
775,775,"Foxconn says trying to hire 50,000 people in first quarter after job cut reports",https://www.reuters.com/article/us-foxconn-layoffs/foxconn-says-trying-to-hire-50000-people-in-first-quarter-after-job-cut-reports-idUSKCN1PG0NS,a year ago,"Foxconn says trying to hire 50,000 people in first quarter after job cut reports",0.139,0.861,0.0,-0.2732
776,776,"Foxconn says there is a need to hire 50,000 people in Q1 after job cut reports",https://www.reuters.com/article/foxconn-layoffs/foxconn-says-there-is-a-need-to-hire-50000-people-in-q1-after-job-cut-reports-idUSL3N1ZM2D7,a year ago,"Foxconn says there is a need to hire 50,000 people in Q1 after job cut reports",0.123,0.877,0.0,-0.2732
777,777,"Austrian data privacy activist files complaint against Apple, Amazon, others",https://www.reuters.com/article/us-europe-privacy/austrian-data-privacy-activist-files-complaint-against-apple-amazon-others-idUSKCN1PC1FA,a year ago,"Austrian data privacy activist files complaint against Apple, Amazon, others",0.185,0.672,0.143,-0.128
778,778,Apple ordered to pull part of press release in Qualcomm case,https://www.reuters.com/article/us-apple-qualcomm-court/apple-ordered-to-pull-part-of-press-release-in-qualcomm-case-idUSKCN1PC2FJ,a year ago,Apple ordered to pull part of press release in Qualcomm case,0.0,1.0,0.0,0.0
779,779,"REFILE-Austrian data privacy activist files complaint against Apple, Amazon, others",https://www.reuters.com/article/europe-privacy/refile-austrian-data-privacy-activist-files-complaint-against-apple-amazon-others-idUSL8N1ZI2BM,2 years ago,"Austrian data privacy activist files complaint against Apple, Amazon, others",0.185,0.672,0.143,-0.128
780,780,"Foxconn cuts 50,000 contract jobs in China: Nikkei",https://www.reuters.com/article/us-foxconn-layoffs/foxconn-cuts-50000-contract-jobs-in-china-nikkei-idUSKCN1PC14Z,2 years ago,"Foxconn cuts 50,000 contract jobs in China: Nikkei",0.239,0.761,0.0,-0.296
781,781,Apple plans some hiring reductions after selling fewer iPhones: Bloomberg,https://www.reuters.com/article/us-apple-redundancies/apple-plans-some-hiring-reductions-after-selling-fewer-iphones-bloomberg-idUSKCN1PA2ZY,2 years ago,Apple plans some hiring reductions after selling fewer iPhones: Bloomberg,0.0,1.0,0.0,0.0
782,782,"Verizon deepens ties with Apple, offers free Apple Music to some U.S. customers",https://www.reuters.com/article/us-verizon-apple-music/verizon-deepens-ties-with-apple-offers-free-apple-music-to-some-u-s-customers-idUSKCN1PA04Y,2 years ago,"Verizon deepens ties with Apple, offers free Apple Music to some U.S. customers",0.0,0.784,0.216,0.5106
783,783,Apple loses bid to undo $440 million judgment in VirnetX patent case,https://www.reuters.com/article/us-apple-virnetx-patent/apple-loses-bid-to-undo-440-million-judgment-in-virnetx-patent-case-idUSKCN1P91UF,2 years ago,Apple loses bid to undo $440 million judgment in VirnetX patent case,0.173,0.827,0.0,-0.3182
784,784,Apple loses bid to undo $440 million verdict in VirnetX patent case,https://www.reuters.com/article/apple-virnetx-patent/apple-loses-bid-to-undo-440-million-verdict-in-virnetx-patent-case-idUSL1N1ZF0SY,2 years ago,Apple loses bid to undo $440 million verdict in VirnetX patent case,0.165,0.719,0.115,-0.1779
785,785,German court throws out Qualcomm's latest patent case against Apple,https://www.reuters.com/article/us-apple-qualcomm-court/german-court-throws-out-qualcomms-latest-patent-case-against-apple-idUSKCN1P911C,2 years ago,German court throws out Qualcomm's latest patent case against Apple,0.0,1.0,0.0,0.0
786,786,TD Ameritrade taps Apple Pay for instant fund transfers to accounts,https://www.reuters.com/article/us-td-ameritrade-apple/td-ameritrade-taps-apple-pay-for-instant-fund-transfers-to-accounts-idUSKCN1P91CL,2 years ago,TD Ameritrade taps Apple Pay for instant fund transfers to accounts,0.123,0.877,0.0,-0.1027
787,787,German court throws out Qualcomm's latest patent case against Apple,https://www.reuters.com/article/apple-qualcomm-court/german-court-throws-out-qualcomms-latest-patent-case-against-apple-idUSL8N1ZF2J3,2 years ago,German court throws out Qualcomm's latest patent case against Apple,0.0,1.0,0.0,0.0
788,788,Apple supplier Dialog Semi weathers iPhone slump to hit revenue target,https://www.reuters.com/article/us-dialog-results/apple-supplier-dialog-semi-weathers-iphone-slump-to-hit-revenue-target-idUSKCN1P80L4,2 years ago,Apple supplier Dialog Semi weathers iPhone slump to hit revenue target,0.0,1.0,0.0,0.0
789,789,Apple demanded $1 billion from Qualcomm for chance to win iPhone,https://www.reuters.com/article/apple-qualcomm-mollenkopf/apple-demanded-1-billion-from-qualcomm-for-chance-to-win-iphone-idUSKCN1P600V,2 years ago,Apple demanded $1 billion from Qualcomm for chance to win iPhone,0.121,0.51,0.369,0.5994
790,790,Apple demanded $1 billion for chance to win iPhone: Qualcomm CEO,https://www.reuters.com/article/us-apple-qualcomm-mollenkopf/apple-demanded-1-billion-for-chance-to-win-iphone-qualcomm-ceo-idUSKCN1P600H,2 years ago,Apple demanded $1 billion for chance to win iPhone: Qualcomm CEO,0.121,0.51,0.369,0.5994
791,791,"Apple considered Samsung, MediaTek to supply 5G modems for 2019 iPhones",https://www.reuters.com/article/us-apple-qualcomm/apple-considered-samsung-mediatek-to-supply-5g-modems-for-2019-iphones-idUSKCN1P528O,2 years ago,"Apple considered Samsung, MediaTek to supply 5G modems for 2019 iPhones",0.0,1.0,0.0,0.0
792,792,"Apple considered Samsung, MediaTek to supply 5G modems for 2019 iPhones",https://www.reuters.com/article/apple-qualcomm/apple-considered-samsung-mediatek-to-supply-5g-modems-for-2019-iphones-idUSL1N1ZB178,2 years ago,"Apple considered Samsung, MediaTek to supply 5G modems for 2019 iPhones",0.0,1.0,0.0,0.0
793,793,Apple to launch three iPhones with new camera features this year: WSJ,https://www.reuters.com/article/us-apple-iphone-2019/apple-to-launch-three-iphones-with-new-camera-features-this-year-wsj-idUSKCN1P50ZV,2 years ago,Apple to launch three iPhones with new camera features this year: WSJ,0.0,1.0,0.0,0.0
794,794,China retailers slash iPhone prices after Apple sales warning,https://www.reuters.com/article/us-china-apple/china-retailers-slash-iphone-prices-after-apple-sales-warning-idUSKCN1P50UH,2 years ago,China retailers slash iPhone prices after Apple sales warning,0.391,0.609,0.0,-0.5423
795,795,Apple plans to launch three new iPhone models this year - WSJ,https://www.reuters.com/article/apple-iphone-2019/apple-plans-to-launch-three-new-iphone-models-this-year-wsj-idUSL3N1ZB341,2 years ago,Apple plans to launch three new iPhone models this year - WSJ,0.0,1.0,0.0,0.0
796,796,Apple cuts current-quarter production plan for new iPhones by 10 percent: Nikkei,https://www.reuters.com/article/us-apple-iphone/apple-cuts-current-quarter-production-plan-for-new-iphones-by-10-percent-nikkei-idUSKCN1P304H,2 years ago,Apple cuts current-quarter production plan for new iPhones by 10 percent: Nikkei,0.167,0.833,0.0,-0.296
797,797,"Foxconn December revenue dips, first time in 10 months",https://www.reuters.com/article/us-honhai-results/foxconn-december-revenue-dips-first-time-in-10-months-idUSKCN1P41EG,2 years ago,"Foxconn December revenue dips, first time in 10 months",0.0,1.0,0.0,0.0
798,798,Volkswagen hires Apple executive for autonomous vehicle role,https://www.reuters.com/article/us-volkswagen-manager/volkswagen-hires-apple-executive-for-autonomous-vehicle-role-idUSKCN1P31YW,2 years ago,Volkswagen hires Apple executive for autonomous vehicle role,0.0,1.0,0.0,0.0
799,799,"Apple, Qualcomm spar over CEOs' comments on settlement talks",https://www.reuters.com/article/us-apple-qualcomm/apple-qualcomm-spar-over-ceos-comments-on-settlement-talks-idUSKCN1P307I,2 years ago,"Apple, Qualcomm spar over CEOs' comments on settlement talks",0.0,1.0,0.0,0.0
800,800,"US STOCKS-Wall Street extends rally, elevated by Apple and chipmakers",https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-extends-rally-elevated-by-apple-and-chipmakers-idUSL1N1Z91M1,2 years ago,"Wall Street extends rally, elevated by Apple and chipmakers",0.0,0.842,0.158,0.128
801,801,"US STOCKS-Wall Street extends rally, elevated by Apple and chipmakers",https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-extends-rally-elevated-by-apple-and-chipmakers-idUSL1N1Z91IR,2 years ago,"Wall Street extends rally, elevated by Apple and chipmakers",0.0,0.842,0.158,0.128
802,802,"US STOCKS-Wall Street extends rally, elevated by Apple and chipmakers",https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-extends-rally-elevated-by-apple-and-chipmakers-idUSL1N1Z91FZ,2 years ago,"Wall Street extends rally, elevated by Apple and chipmakers",0.0,0.842,0.158,0.128
803,803,"Volkswagen hires Apple exec for autonomous, mobility role - Manager Magazin",https://www.reuters.com/article/volkswagen-manager/volkswagen-hires-apple-exec-for-autonomous-mobility-role-manager-magazin-idUSL8N1Z959L,2 years ago,"Volkswagen hires Apple exec for autonomous, mobility role - Manager Magazin",0.0,1.0,0.0,0.0
804,804,CORRECTED-UPDATE 2-Apple cuts current-quarter production plan for new iPhones by 10 pct - Nikkei,https://www.reuters.com/article/apple-iphone/corrected-update-2-apple-cuts-current-quarter-production-plan-for-new-iphones-by-10-pct-nikkei-idUSL3N1Z918E,2 years ago,Apple cuts current-quarter production plan for new iPhones by 10 pct - Nikkei,0.155,0.845,0.0,-0.296
805,805,CORRECTED-Apple cuts current-quarter production plan for new iPhones by 10 pct - Nikkei,https://www.reuters.com/article/apple-iphone/corrected-apple-cuts-current-quarter-production-plan-for-new-iphones-by-10-pct-nikkei-idUSL3N1Z93ED,2 years ago,Apple cuts current-quarter production plan for new iPhones by 10 pct - Nikkei,0.155,0.845,0.0,-0.296
806,806,"REFILE-UPDATE 2-Qualcomm calls Apple CEO's settlement talk comment ""misleading""",https://www.reuters.com/article/apple-qualcomm/refile-update-2-qualcomm-calls-apple-ceos-settlement-talk-comment-misleading-idUSL3N1Z91K8,2 years ago,"Qualcomm calls Apple CEO's settlement talk comment ""misleading""",0.278,0.722,0.0,-0.4019
807,807,"Qualcomm says Apple CEO's comment ""misleading""",https://www.reuters.com/article/apple-qualcomm/qualcomm-says-apple-ceos-comment-misleading-idUSL3N1Z91IL,2 years ago,"Qualcomm says Apple CEO's comment ""misleading""",0.351,0.649,0.0,-0.4019
808,808,Apple cuts Q1 production plan for new iPhones by 10 pct - Nikkei,https://www.reuters.com/article/apple-iphone/apple-cuts-q1-production-plan-for-new-iphones-by-10-pct-nikkei-idUST9N1XW047,2 years ago,Apple cuts Q1 production plan for new iPhones by 10 pct - Nikkei,0.155,0.845,0.0,-0.296
809,809,"Apple, Facebook propel Wall Street to three-week peak",https://www.reuters.com/article/us-usa-stocks/apple-facebook-propel-wall-street-to-three-week-peak-idUSKCN1P217T,2 years ago,"Apple, Facebook propel Wall Street to three-week peak",0.0,1.0,0.0,0.0
810,810,Apple supplier Skyworks cuts first-quarter profit and revenue estimates,https://www.reuters.com/article/us-skyworks-solutns-outlook/apple-supplier-skyworks-cuts-first-quarter-profit-and-revenue-estimates-idUSKCN1P22D7,2 years ago,Apple supplier Skyworks cuts first-quarter profit and revenue estimates,0.182,0.579,0.24,0.1779
811,811,US STOCKS-Apple and Amazon propel Wall Street to three-week high,https://www.reuters.com/article/usa-stocks/us-stocks-apple-and-amazon-propel-wall-street-to-three-week-high-idUSL1N1Z81DA,2 years ago,Apple and Amazon propel Wall Street to three-week high,0.0,0.825,0.175,0.1779
812,812,Samsung Electronics says Q4 profit likely fell 29 pct; China demand weak,https://www.reuters.com/article/samsung-elec-results/samsung-electronics-says-q4-profit-likely-fell-29-pct-china-demand-weak-idUSL3N1Z71E8,2 years ago,Samsung Electronics says Q4 profit likely fell 29 pct; China demand weak,0.27,0.552,0.178,-0.128
813,813,Apple supplier AMS develops behind-screen optical sensor for phones,https://www.reuters.com/article/us-ams-sensor/apple-supplier-ams-develops-behind-screen-optical-sensor-for-phones-idUSKCN1P11SW,2 years ago,Apple supplier AMS develops behind-screen optical sensor for phones,0.0,1.0,0.0,0.0
814,814,Apple inks deal with Samsung to distribute iTunes shows on TVs,https://www.reuters.com/article/us-apple-samsung/apple-inks-deal-with-samsung-to-distribute-itunes-shows-on-tvs-idUSKCN1P101T,2 years ago,Apple inks deal with Samsung to distribute iTunes shows on TVs,0.0,1.0,0.0,0.0
815,815,"Trump says China woes help U.S. in trade talks, downplays Apple warning",https://www.reuters.com/article/us-usa-trade-china/trump-says-china-woes-help-u-s-in-trade-talks-downplays-apple-warning-idUSKCN1OY062,2 years ago,"Trump says China woes help U.S. in trade talks, downplays Apple warning",0.312,0.529,0.159,-0.3818
816,816,Chinese phone maker Huawei punishes employees for iPhone tweet blunder,https://www.reuters.com/article/us-huawei-iphone/chinese-phone-maker-huawei-punishes-employees-for-iphone-tweet-blunder-idUSKCN1OY0B2,2 years ago,Chinese phone maker Huawei punishes employees for iPhone tweet blunder,0.256,0.744,0.0,-0.4767
817,817,Qualcomm enforces ban to halt some Apple iPhone sales in Germany,https://www.reuters.com/article/us-apple-qualcomm-court/qualcomm-enforces-ban-to-halt-some-apple-iphone-sales-in-germany-idUSKCN1OX12O,2 years ago,Qualcomm enforces ban to halt some Apple iPhone sales in Germany,0.265,0.735,0.0,-0.5574
818,818,"German Apple reseller Gravis says still selling iPhones 7, 8",https://www.reuters.com/article/us-apple-qualcomm-court-gravis/german-apple-reseller-gravis-says-still-selling-iphones-7-8-idUSKCN1OX1D7,2 years ago,"German Apple reseller Gravis says still selling iPhones 7, 8",0.0,1.0,0.0,0.0
819,819,"U.S.-China trade talks boost European shares as commodity stocks, banks rally",https://www.reuters.com/article/europe-stocks/u-s-china-trade-talks-boost-european-shares-as-commodity-stocks-banks-rally-idUSL8N1Z40U3,2 years ago,"U.S.-China trade talks boost European shares as commodity stocks, banks rally",0.0,0.647,0.353,0.5994
820,820,Apple plunge deepens Warren Buffett's book value woes,https://www.reuters.com/article/us-apple-stocks-berkshire/apple-plunge-deepens-warren-buffetts-book-value-woes-idUSKCN1OX1MP,2 years ago,Apple plunge deepens Warren Buffett's book value woes,0.257,0.531,0.212,-0.128
821,821,GLOBAL MARKETS-Apple's shock warning sends investors to safe-haven assets,https://www.reuters.com/article/global-markets/global-markets-apples-shock-warning-sends-investors-to-safe-haven-assets-idUSL1N1Z31HO,2 years ago,Apple's shock warning sends investors to safe-haven assets,0.427,0.427,0.145,-0.5106
822,822,RPT-UPDATE 2-Apple shares dive; rare revenue warning drags global markets,https://www.reuters.com/article/apple-stocks/rpt-update-2-apple-shares-dive-rare-revenue-warning-drags-global-markets-idUSL1N1Z31LR,2 years ago,Apple shares dive; rare revenue warning drags global markets,0.333,0.488,0.179,-0.2263
823,823,Apple shares dive; rare revenue warning drags global markets,https://www.reuters.com/article/us-apple-stocks/apple-shares-dive-rare-revenue-warning-drags-global-markets-idUSKCN1OX0ZZ,2 years ago,Apple shares dive; rare revenue warning drags global markets,0.333,0.488,0.179,-0.2263
824,824,"Yen climbs on safe-haven appeal, diminishing U.S. rate hike hopes",https://www.reuters.com/article/uk-global-forex/yen-climbs-on-safe-haven-appeal-diminishing-u-s-rate-hike-hopes-idUSKCN1OX03F,2 years ago,"Yen climbs on safe-haven appeal, diminishing U.S. rate hike hopes",0.0,0.763,0.237,0.4215
825,825,GLOBAL MARKETS-Apple's shock warning sends investors to safe-haven assets,https://www.reuters.com/article/global-markets/global-markets-apples-shock-warning-sends-investors-to-safe-haven-assets-idUSL1N1Z312F,2 years ago,Apple's shock warning sends investors to safe-haven assets,0.427,0.427,0.145,-0.5106
826,826,GLOBAL MARKETS-Apple's shock warning sends investors to safe-haven assets,https://www.reuters.com/article/global-markets/global-markets-apples-shock-warning-sends-investors-to-safe-haven-assets-idUSL8N1Z33HR,2 years ago,Apple's shock warning sends investors to safe-haven assets,0.427,0.427,0.145,-0.5106
827,827,Apple sales should pick up when U.S.-China strike trade deal: Trump adviser,https://www.reuters.com/article/us-usa-economy-china/apple-sales-should-pick-up-when-u-s-china-strike-trade-deal-trump-adviser-idUSKCN1OX1A5,2 years ago,Apple sales should pick up when U.S.-China strike trade deal: Trump adviser,0.12,0.88,0.0,-0.128
828,828,Apple's warning a bad omen for Wall Street bulls,https://www.reuters.com/article/us-usa-stocks-apple/apples-warning-a-bad-omen-for-wall-street-bulls-idUSKCN1OX01P,2 years ago,Apple's warning a bad omen for Wall Street bulls,0.457,0.543,0.0,-0.7096
829,829,METALS-Growth jitters pressure copper to 18-month low,https://www.reuters.com/article/global-metals/metals-growth-jitters-pressure-copper-to-18-month-low-idUSL3N1Z31YV,2 years ago,Growth jitters pressure copper to 18-month low,0.394,0.367,0.239,-0.1779
830,830,Apple warning shakes European shares as tech stocks tumble,https://www.reuters.com/article/us-europe-stocks/apple-warning-shakes-european-shares-as-tech-stocks-tumble-idUSKCN1OX0HZ,2 years ago,Apple warning shakes European shares as tech stocks tumble,0.207,0.603,0.19,-0.0516
831,831,"US STOCKS-Wall St sinks 2 pct on weak factory data, Apple shock",https://www.reuters.com/article/usa-stocks/us-stocks-wall-st-sinks-2-pct-on-weak-factory-data-apple-shock-idUSL3N1Z33D4,2 years ago,"Wall St sinks 2 pct on weak factory data, Apple shock",0.379,0.621,0.0,-0.6705
832,832,"TREASURIES-Yields down after weak manufacturing data, Apple warning",https://www.reuters.com/article/usa-bonds/treasuries-yields-down-after-weak-manufacturing-data-apple-warning-idUSL1N1Z30RN,2 years ago,"TREASURIES-Yields down after weak manufacturing data, Apple warning",0.469,0.531,0.0,-0.6486
833,833,Apple sales should pick up when U.S.-China strike trade deal -Trump adviser,https://www.reuters.com/article/usa-economy-china/apple-sales-should-pick-up-when-u-s-china-strike-trade-deal-trump-adviser-idUSL1N1Z30R7,2 years ago,Apple sales should pick up when U.S.-China strike trade deal -Trump adviser,0.12,0.88,0.0,-0.128
834,834,FOREX-Yen climbs on safe-haven appeal amid China growth fears,https://www.reuters.com/article/global-forex/forex-yen-climbs-on-safe-haven-appeal-amid-china-growth-fears-idUSL8N1Z32ZN,2 years ago,Yen climbs on safe-haven appeal amid China growth fears,0.226,0.565,0.21,-0.0516
835,835,"US STOCKS-Wall Street rattled by Apple's sales warning, weak factory data",https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-rattled-by-apples-sales-warning-weak-factory-data-idUSL3N1Z334I,2 years ago,"Wall Street rattled by Apple's sales warning, weak factory data",0.398,0.602,0.0,-0.6486
836,836,GLOBAL MARKETS-Apple shock sends investors to safe havens; 'flash crash' jolts currencies,https://www.reuters.com/article/global-markets/global-markets-apple-shock-sends-investors-to-safe-havens-flash-crash-jolts-currencies-idUSL1N1Z30EN,2 years ago,Apple shock sends investors to safe havens; 'flash crash' jolts currencies,0.327,0.494,0.179,-0.34
837,837,CANADA STOCKS-TSX falls at open as Apple worries weigh on tech stocks,https://www.reuters.com/article/canada-stocks/canada-stocks-tsx-falls-at-open-as-apple-worries-weigh-on-tech-stocks-idUSL3N1Z336Y,2 years ago,TSX falls at open as Apple worries weigh on tech stocks,0.219,0.781,0.0,-0.4215
838,838,US STOCKS SNAPSHOT-Wall St opens lower as Apple sales warning drags tech,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-st-opens-lower-as-apple-sales-warning-drags-tech-idUSL3N1Z336M,2 years ago,Wall St opens lower as Apple sales warning drags tech,0.474,0.526,0.0,-0.6486
839,839,Qualcomm posts court ordered bonds to stop iPhone sales in Germany,https://www.reuters.com/article/apple-qualcomm-court/qualcomm-posts-court-ordered-bonds-to-stop-iphone-sales-in-germany-idUSL3N1Z334G,2 years ago,Qualcomm posts court ordered bonds to stop iPhone sales in Germany,0.18,0.82,0.0,-0.296
840,840,Shares in Apple supplier AMS plunge 20 percent,https://www.reuters.com/article/apple-forecast-ams/shares-in-apple-supplier-ams-plunge-20-percent-idUSL8N1Z32MX,2 years ago,Shares in Apple supplier AMS plunge 20 percent,0.0,0.761,0.239,0.296
841,841,US STOCKS-Wall Street rattled by Apple's sales warning,https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-rattled-by-apples-sales-warning-idUSL3N1Z333C,2 years ago,Wall Street rattled by Apple's sales warning,0.286,0.714,0.0,-0.34
842,842,Apple cuts sales forecast as China sales weaken; iPhone pricing in focus,https://www.reuters.com/article/us-apple-forecast/apple-cuts-sales-forecast-as-china-sales-weaken-iphone-pricing-in-focus-idUSKCN1OW1O6,2 years ago,Apple cuts sales forecast as China sales weaken; iPhone pricing in focus,0.333,0.667,0.0,-0.6124
843,843,US STOCKS-Futures rocked by Apple's China warning as earnings loom,https://www.reuters.com/article/usa-stocks/us-stocks-futures-rocked-by-apples-china-warning-as-earnings-loom-idUSL3N1Z32QL,2 years ago,Futures rocked by Apple's China warning as earnings loom,0.381,0.619,0.0,-0.5106
844,844,CANADA STOCKS-Futures slip as Apple's slashed quarter forecast hurts global stocks,https://www.reuters.com/article/canada-stocks/canada-stocks-futures-slip-as-apples-slashed-quarter-forecast-hurts-global-stocks-idUSL3N1Z32IC,2 years ago,Futures slip as Apple's slashed quarter forecast hurts global stocks,0.385,0.615,0.0,-0.6124
845,845,UPDATE 1-Apple's warning keeps downward pressure on German Bund yields,https://www.reuters.com/article/eurozone-bonds/update-1-apples-warning-keeps-downward-pressure-on-german-bund-yields-idUSL8N1Z31PM,2 years ago,Apple's warning keeps downward pressure on German Bund yields,0.397,0.603,0.0,-0.5574
846,846,GLOBAL MARKETS-Apple bombshell sends investors to safe havens; 'flash crash' jolts currencies,https://www.reuters.com/article/global-markets/global-markets-apple-bombshell-sends-investors-to-safe-havens-flash-crash-jolts-currencies-idUSL1N1Z307C,2 years ago,Apple bombshell sends investors to safe havens; 'flash crash' jolts currencies,0.185,0.616,0.199,0.0516
847,847,RPT-Apple's warning a bad omen for Wall Street bulls,https://www.reuters.com/article/usa-stocks-apple/rpt-apples-warning-a-bad-omen-for-wall-street-bulls-idUSL1N1Z3011,2 years ago,Apple's warning a bad omen for Wall Street bulls,0.457,0.543,0.0,-0.7096
848,848,SE Asia Stocks-Philippines top gainer; Vietnam sinks on Apple woes,https://www.reuters.com/article/southeast-asia-stocks/se-asia-stocks-philippines-top-gainer-vietnam-sinks-on-apple-woes-idUSL3N1Z329P,2 years ago,SE Asia Stocks-Philippines top gainer; Vietnam sinks on Apple woes,0.228,0.63,0.142,-0.2732
849,849,"EMERGING MARKETS-Emerging stocks, FX slide; Apple revenue warning hurts risk sentiment",https://www.reuters.com/article/emerging-markets/emerging-markets-emerging-stocks-fx-slide-apple-revenue-warning-hurts-risk-sentiment-idUSL8N1Z31CV,2 years ago,"Emerging stocks, FX slide; Apple revenue warning hurts risk sentiment",0.521,0.479,0.0,-0.765
850,850,"GLOBAL MARKETS-Apple bombshell rocks European, Asian shares; 'flash crash' jolts currencies",https://www.reuters.com/article/global-markets/global-markets-apple-bombshell-rocks-european-asian-shares-flash-crash-jolts-currencies-idUSL1N1Z3057,2 years ago,"Apple bombshell rocks European, Asian shares; 'flash crash' jolts currencies",0.209,0.62,0.171,-0.128
851,851,Apple's warning keeps downward pressure on German Bund yields,https://www.reuters.com/article/eurozone-bonds/apples-warning-keeps-downward-pressure-on-german-bund-yields-idUSL8N1Z30YS,2 years ago,Apple's warning keeps downward pressure on German Bund yields,0.397,0.603,0.0,-0.5574
852,852,"Hong Kong stocks slip on Apple trouble, flat A-shares",https://www.reuters.com/article/china-stocks-hongkong-close/hong-kong-stocks-slip-on-apple-trouble-flat-a-shares-idUSZZN2NH900,2 years ago,"Hong Kong stocks slip on Apple trouble, flat A-shares",0.252,0.748,0.0,-0.4019
853,853,Apple warning shakes European shares as chipmakers tumble,https://www.reuters.com/article/europe-stocks/apple-warning-shakes-european-shares-as-chipmakers-tumble-idUSL8N1Z30S1,2 years ago,Apple warning shakes European shares as chipmakers tumble,0.226,0.566,0.208,-0.0516
854,854,"GLOBAL MARKETS-Apple, China worries pummel Asian shares; 'flash crash' jolts currencies",https://www.reuters.com/article/global-markets/global-markets-apple-china-worries-pummel-asian-shares-flash-crash-jolts-currencies-idUSL3N1Z31SU,2 years ago,"Apple, China worries pummel Asian shares; 'flash crash' jolts currencies",0.374,0.476,0.15,-0.5106
855,855,"GLOBAL MARKETS-Apple warning, China worries hit Asian shares; 'flash crash' jolts currencies",https://www.reuters.com/article/global-markets/global-markets-apple-warning-china-worries-hit-asian-shares-flash-crash-jolts-currencies-idUSL3N1Z31FB,2 years ago,"Apple warning, China worries hit Asian shares; 'flash crash' jolts currencies",0.462,0.409,0.129,-0.6908
