,Unnamed: 0,raw_header,reuters_url,article_publish_date,processed_header,neg,neu,pos,compound
234,234,"GLOBAL MARKETS-Asian stocks rise as Apple drives tech gains, virus worries ease",https://www.reuters.com/article/global-markets/global-markets-asian-stocks-rise-as-apple-drives-tech-gains-virus-worries-ease-idUSL4N29X3VX,5 months ago,"Asian stocks rise as Apple drives tech gains, virus worries ease",0.178,0.51,0.312,0.2732
235,235,Apple's iPhone back to growth as company braces for coronavirus impact,https://www.reuters.com/article/us-apple-results/apples-iphone-back-to-growth-as-company-braces-for-coronavirus-impact-idUSKBN1ZR2R3,5 months ago,Apple's iPhone back to growth as company braces for coronavirus impact,0.0,0.794,0.206,0.3818
236,236,Apple sparks Wall Street bounce ahead of results,https://www.reuters.com/article/us-usa-stocks/apple-sparks-wall-street-bounce-ahead-of-results-idUSKBN1ZR1JB,5 months ago,Apple sparks Wall Street bounce ahead of results,0.0,1.0,0.0,0.0
237,237,"Apple iPhone sales return to growth, pushing profits above expectations",https://www.reuters.com/article/apple-results/apple-iphone-sales-return-to-growth-pushing-profits-above-expectations-idUSL1N29W11X,5 months ago,"Apple iPhone sales return to growth, pushing profits above expectations",0.0,0.593,0.407,0.6705
238,238,"US STOCKS SNAPSHOT-Wall Street rebounds from China virus fears, Apple soars",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-street-rebounds-from-china-virus-fears-apple-soars-idUSAQN01ZVJH,5 months ago,"Wall Street rebounds from China virus fears, Apple soars",0.259,0.741,0.0,-0.4215
239,239,US STOCKS-Apple leads Wall St rebound ahead of results,https://www.reuters.com/article/usa-stocks/us-stocks-apple-leads-wall-st-rebound-ahead-of-results-idUSL1N29X1AB,5 months ago,Apple leads Wall St rebound ahead of results,0.0,1.0,0.0,0.0
240,240,"Huawei snatched market share from Apple, local rivals in China in 2019",https://www.reuters.com/article/us-china-smartphone/huawei-snatched-market-share-from-apple-local-rivals-in-china-in-2019-idUSKBN1ZR2CH,5 months ago,"Huawei snatched market share from Apple, local rivals in China in 2019",0.0,0.833,0.167,0.296
241,241,Services in spotlight after Apple stock market value hits $1.4 trillion,https://www.reuters.com/article/us-apple-stocks/services-in-spotlight-after-apple-stock-market-value-hits-1-4-trillion-idUSKBN1ZR1BS,5 months ago,Services in spotlight after Apple stock market value hits $1.4 trillion,0.0,0.806,0.194,0.34
242,242,Coronavirus outbreak may disrupt Apple's iPhone production ramp up plans: Nikkei,https://www.reuters.com/article/us-apple-iphone/coronavirus-outbreak-may-disrupt-apples-iphone-production-ramp-up-plans-nikkei-idUSKBN1ZR0J6,5 months ago,Coronavirus outbreak may disrupt Apple's iPhone production ramp up plans: Nikkei,0.0,1.0,0.0,0.0
243,243,IN BRIEF: Jury tells Apple to pay $85 million in WiLAN patent retrial,https://www.reuters.com/article/ip-patent-apple/in-brief-jury-tells-apple-to-pay-85-million-in-wilan-patent-retrial-idUSL1N29W0D3,5 months ago,Jury tells Apple to pay $85 million in WiLAN patent retrial,0.123,0.877,0.0,-0.1027
244,244,Broadcom to supply wireless components to Apple,https://www.reuters.com/article/us-broadcom-apple/broadcom-to-supply-wireless-components-to-apple-idUSKBN1ZM32H,5 months ago,Broadcom to supply wireless components to Apple,0.0,1.0,0.0,0.0
245,245,Google finds security flaws in Apple's web browser: FT,https://www.reuters.com/article/us-apple-privacy-google/google-finds-security-flaws-in-apples-web-browser-ft-idUSKBN1ZL2K9,5 months ago,Google finds security flaws in Apple's web browser: FT,0.0,0.769,0.231,0.34
246,246,Google finds security flaws in Apple's web browser - FT,https://www.reuters.com/article/apple-privacy-google/google-finds-security-flaws-in-apples-web-browser-ft-idUSL4N29R45Q,5 months ago,Google finds security flaws in Apple's web browser - FT,0.0,0.789,0.211,0.34
247,247,"Amazon Music crosses 55 million subscribers globally, trails Apple Music",https://www.reuters.com/article/us-amazon-music/amazon-music-crosses-55-million-subscribers-globally-trails-apple-music-idUSKBN1ZL2GE,5 months ago,"Amazon Music crosses 55 million subscribers globally, trails Apple Music",0.0,0.841,0.159,0.1779
248,248,Trump to break bread with Apple's Cook and other CEOs: sources,https://www.reuters.com/article/us-davos-meeting-trump-apple/trump-to-break-bread-with-apples-cook-and-other-ceos-sources-idUSKBN1ZK25O,5 months ago,Trump to break bread with Apple's Cook and other CEOs: sources,0.0,1.0,0.0,0.0
249,249,Taiwan calls on China to share 'correct' virus information,https://www.reuters.com/article/us-china-health-taiwan/taiwan-calls-on-china-to-share-correct-virus-information-idUSKBN1ZL01V,5 months ago,Taiwan calls on China to share 'correct' virus information,0.0,0.784,0.216,0.296
250,250,Exclusive: Apple dropped plan for encrypting backups after FBI complained - sources,https://www.reuters.com/article/us-apple-fbi-icloud-exclusive/exclusive-apple-dropped-plan-for-encrypting-backups-after-fbi-complained-sources-idUSKBN1ZK1CT,5 months ago,Apple dropped plan for encrypting backups after FBI complained - sources,0.213,0.787,0.0,-0.4019
251,251,Apple lawsuit tests if an employee can plan rival startup while on payroll,https://www.reuters.com/article/us-apple-nuvia-lawsuit/apple-lawsuit-tests-if-an-employee-can-plan-rival-startup-while-on-payroll-idUSKBN1ZK16R,5 months ago,Apple lawsuit tests if an employee can plan rival startup while on payroll,0.137,0.863,0.0,-0.2263
252,252,DAVOS-Trump to break bread with Apple's Cook and other CEOs -sources,https://www.reuters.com/article/davos-meeting-trump-apple/davos-trump-to-break-bread-with-apples-cook-and-other-ceos-sources-idUSL1N29Q10J,5 months ago,Trump to break bread with Apple's Cook and other CEOs -sources,0.0,1.0,0.0,0.0
253,253,DAVOS-Trump attending dinner with Apple's cook and other CEOs - source,https://www.reuters.com/article/davos-meeting-trump-apple/davos-trump-attending-dinner-with-apples-cook-and-other-ceos-source-idUSL1N29Q0RW,5 months ago,Trump attending dinner with Apple's cook and other CEOs - source,0.0,1.0,0.0,0.0
254,254,Apple's Cook says global corporate tax system must be overhauled,https://www.reuters.com/article/us-apple-ireland/apples-cook-says-global-corporate-tax-system-must-be-overhauled-idUSKBN1ZJ16X,5 months ago,Apple's Cook says global corporate tax system must be overhauled,0.0,1.0,0.0,0.0
255,255,Apple's Cook says global corporate tax system must be overhauled,https://www.reuters.com/article/apple-ireland/apples-cook-says-global-corporate-tax-system-must-be-overhauled-idUSL8N29P26L,5 months ago,Apple's Cook says global corporate tax system must be overhauled,0.0,1.0,0.0,0.0
256,256,Apple's 'Morning Show' will deal with 'chaos' left behind in new season,https://www.reuters.com/article/us-television-morning-show/apples-morning-show-will-deal-with-chaos-left-behind-in-new-season-idUSKBN1ZI0T3,6 months ago,Apple's 'Morning Show' will deal with 'chaos' left behind in new season,0.252,0.748,0.0,-0.5719
257,257,"Break up big tech's 'monopoly', smaller rivals tell Congress hearing",https://www.reuters.com/article/us-tech-antitrust/break-up-big-techs-monopoly-smaller-rivals-tell-congress-hearing-idUSKBN1ZG17J,6 months ago,"Break up big tech's 'monopoly', smaller rivals tell Congress hearing",0.0,1.0,0.0,0.0
258,258,"Mnuchin urges Apple, other tech companies to work with law enforcement",https://www.reuters.com/article/us-usa-saudi-shooting-mnuchin/mnuchin-urges-apple-other-tech-companies-to-work-with-law-enforcement-idUSKBN1ZE1Q7,6 months ago,"Mnuchin urges Apple, other tech companies to work with law enforcement",0.0,1.0,0.0,0.0
259,259,Trump criticizes Apple's encryption stance on Pensacola phones,https://www.reuters.com/article/us-usa-saudi-shooting-trump/trump-criticizes-apples-encryption-stance-on-pensacola-phones-idUSKBN1ZD2WF,6 months ago,Trump criticizes Apple's encryption stance on Pensacola phones,0.255,0.745,0.0,-0.34
260,260,VW CEO says carmaker faces same fate as Nokia without urgent reforms,https://www.reuters.com/article/volkswagen-strategy-diess/vw-ceo-says-carmaker-faces-same-fate-as-nokia-without-urgent-reforms-idUSL8N29L3O7,6 months ago,VW CEO says carmaker faces same fate as Nokia without urgent reforms,0.126,0.874,0.0,-0.1511
261,261,"U.S.'s Mnuchin urges Apple, other tech cos to work with law enforcement",https://www.reuters.com/article/usa-saudi-shooting-mnuchin/u-s-s-mnuchin-urges-apple-other-tech-cos-to-work-with-law-enforcement-idUSW1N26S007,6 months ago,"U.S.'s Mnuchin urges Apple, other tech cos to work with law enforcement",0.0,1.0,0.0,0.0
262,262,"Trump says Apple refusing to unlock phones used by 'killers, drug dealers'",https://www.reuters.com/article/usa-saudi-shooting-trump/trump-says-apple-refusing-to-unlock-phones-used-by-killers-drug-dealers-idUSW1N28T00C,6 months ago,"Trump says Apple refusing to unlock phones used by 'killers, drug dealers'",0.412,0.588,0.0,-0.7906
263,263,Apple rejects claims it did not provide assistance in Pensacola shooting probe,https://www.reuters.com/article/us-apple-fbi/apple-rejects-claims-it-did-not-provide-assistance-in-pensacola-shooting-probe-idUSKBN1ZD074,6 months ago,Apple rejects claims it did not provide assistance in Pensacola shooting probe,0.225,0.775,0.0,-0.4939
264,264,Apple pushes recycling of iPhone with 'Daisy' robot,https://www.reuters.com/article/us-usa-minerals-recycling/apple-pushes-recycling-of-iphone-with-daisy-robot-idUSKBN1Z925S,6 months ago,Apple pushes recycling of iPhone with 'Daisy' robot,0.0,1.0,0.0,0.0
265,265,"Apple pushes recycling with robot, but mined metals still needed",https://www.reuters.com/article/usa-minerals-recycling/apple-pushes-recycling-with-robot-but-mined-metals-still-needed-idUSL1N298151,6 months ago,"Apple pushes recycling with robot, but mined metals still needed",0.0,1.0,0.0,0.0
266,266,"US STOCKS SNAPSHOT-Wall Street notches records on trade optimism, Apple gains",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-street-notches-records-on-trade-optimism-apple-gains-idUSAQN01WZ71,6 months ago,"Wall Street notches records on trade optimism, Apple gains",0.0,0.543,0.457,0.7096
267,267,Apple's iPhone sales in China up 18% in December: government data,https://www.reuters.com/article/us-apple-china/apples-iphone-sales-in-china-up-18-in-december-government-data-idUSKBN1Z81CP,6 months ago,Apple's iPhone sales in China up 18% in December: government data,0.0,1.0,0.0,0.0
268,268,"Apple News users reach 100 million, App Store sales rise",https://www.reuters.com/article/us-apple-servivces/apple-news-users-reach-100-million-app-store-sales-rise-idUSKBN1Z71N2,6 months ago,"Apple News users reach 100 million, App Store sales rise",0.0,0.891,0.109,0.0258
269,269,"Apple's news service reaches 100 million users, App Store sales expand",https://www.reuters.com/article/apple-servivces/apples-news-service-reaches-100-million-users-app-store-sales-expand-idUSL1N29D03G,6 months ago,"Apple's news service reaches 100 million users, App Store sales expand",0.0,0.72,0.28,0.3612
270,270,"Japan Display in talks to sell key smartphone screen plant to Apple, Sharp: Nikkei",https://www.reuters.com/article/us-japan-display-funding/japan-display-in-talks-to-sell-key-smartphone-screen-plant-to-apple-sharp-nikkei-idUSKBN1YU1AI,6 months ago,"Japan Display in talks to sell key smartphone screen plant to Apple, Sharp: Nikkei",0.0,1.0,0.0,0.0
271,271,"CORRECTED-UPDATE 1-Japan Display discussing factory sale to Apple, Sharp -Nikkei",https://www.reuters.com/article/japan-display-funding/corrected-update-1-japan-display-discussing-factory-sale-to-apple-sharp-nikkei-idUSL4N29101Q,6 months ago,"Japan Display discussing factory sale to Apple, Sharp -Nikkei",0.0,1.0,0.0,0.0
272,272,"CORRECTED-Japan Display discussing factory sale to Apple, Sharp -Nikkei",https://www.reuters.com/article/japan-display-funding/corrected-japan-display-discussing-factory-sale-to-apple-sharp-nikkei-idUST9N27L01G,6 months ago,"Japan Display discussing factory sale to Apple, Sharp -Nikkei",0.0,1.0,0.0,0.0
273,273,"Apple held talks to add James Bond, live sports to streaming service: WSJ",https://www.reuters.com/article/us-apple-mgm-holdings/apple-held-talks-to-add-james-bond-live-sports-to-streaming-service-wsj-idUSKBN1YN2ID,7 months ago,"Apple held talks to add James Bond, live sports to streaming service: WSJ",0.0,1.0,0.0,0.0
274,274,"Apple, Amazon, Google partner to make smart home devices more compatible",https://www.reuters.com/article/us-tech-smart-home/apple-amazon-google-partner-to-make-smart-home-devices-more-compatible-idUSKBN1YM1SI,7 months ago,"Apple, Amazon, Google partner to make smart home devices more compatible",0.0,0.672,0.328,0.5267
275,275,"Apple, Amazon, Google partner to make smart home devices more compatible",https://www.reuters.com/article/tech-smart-home/apple-amazon-google-partner-to-make-smart-home-devices-more-compatible-idUSL4N28S399,7 months ago,"Apple, Amazon, Google partner to make smart home devices more compatible",0.0,0.672,0.328,0.5267
276,276,Wall St Week Ahead-Trade deal removes major hurdle for rally in Apple and tech,https://www.reuters.com/article/usa-stocks-weekahead/wall-st-week-ahead-trade-deal-removes-major-hurdle-for-rally-in-apple-and-tech-idUSL1N28N1R3,7 months ago,Wall St Week Ahead-Trade deal removes major hurdle for rally in Apple and tech,0.0,1.0,0.0,0.0
277,277,Trade deal removes major hurdle for rally in Apple and tech,https://www.reuters.com/article/us-usa-stocks-weekahead/trade-deal-removes-major-hurdle-for-rally-in-apple-and-tech-idUSKBN1YH241,7 months ago,Trade deal removes major hurdle for rally in Apple and tech,0.0,1.0,0.0,0.0
278,278,"Google, Apple asked if apps like TikTok must disclose foreign ties",https://www.reuters.com/article/us-usa-tech-nationalsecurity/google-apple-asked-if-apps-like-tiktok-must-disclose-foreign-ties-idUSKBN1YH2B5,7 months ago,"Google, Apple asked if apps like TikTok must disclose foreign ties",0.0,0.8,0.2,0.3612
279,279,US STOCKS-Wall Street steadies as tech stocks gain on limited trade deal,https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-steadies-as-tech-stocks-gain-on-limited-trade-deal-idUSL4N28N3LB,7 months ago,Wall Street steadies as tech stocks gain on limited trade deal,0.133,0.629,0.238,0.3612
280,280,Wall St Week Ahead-Trade deal removes major hurdle for rally in Apple and tech,https://www.reuters.com/article/usa-stocks-weekahead/wall-st-week-ahead-trade-deal-removes-major-hurdle-for-rally-in-apple-and-tech-idUSL1N28J168,7 months ago,Wall St Week Ahead-Trade deal removes major hurdle for rally in Apple and tech,0.0,1.0,0.0,0.0
281,281,Apple's China iPhone shipments fall 35% in November: Credit Suisse,https://www.reuters.com/article/us-apple-iphone-china/apples-china-iphone-shipments-fall-35-in-november-credit-suisse-idUSKBN1YG1SL,7 months ago,Apple's China iPhone shipments fall 35% in November: Credit Suisse,0.0,0.776,0.224,0.3818
282,282,"US STOCKS SNAPSHOT-Wall St opens lower as Apple weighs, trade deadline looms",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-st-opens-lower-as-apple-weighs-trade-deadline-looms-idUSL4N28M3N7,7 months ago,"Wall St opens lower as Apple weighs, trade deadline looms",0.322,0.678,0.0,-0.4215
283,283,Apple supplier Japan Display to receive $830 million from asset manager Ichigo,https://www.reuters.com/article/us-japan-display-funding/apple-supplier-japan-display-to-receive-830-million-from-asset-manager-ichigo-idUSKBN1YF2VE,7 months ago,Apple supplier Japan Display to receive $830 million from asset manager Ichigo,0.0,0.815,0.185,0.3612
284,284,Ichigo likely to end up nearly 50% stake in Japan Display: source,https://www.reuters.com/article/us-japan-display-funding-ichigo/ichigo-likely-to-end-up-nearly-50-stake-in-japan-display-source-idUSKBN1YG1IL,7 months ago,Ichigo likely to end up nearly 50% stake in Japan Display: source,0.0,1.0,0.0,0.0
285,285,Japan Display in talks for $830 mln support from Ichigo -source,https://www.reuters.com/article/japan-display-funding/japan-display-in-talks-for-830-mln-support-from-ichigo-source-idUSFWN28L0UZ,7 months ago,Japan Display in talks for $830 mln support from Ichigo -source,0.0,0.787,0.213,0.4019
286,286,EU antitrust regulators mull tougher line against tech giants,https://www.reuters.com/article/us-eu-antitrust/eu-antitrust-regulators-mull-tougher-line-against-tech-giants-idUSKBN1YE138,7 months ago,EU antitrust regulators mull tougher line against tech giants,0.0,0.825,0.175,0.1779
287,287,Apple has 'deep concerns' that ex-employees accused of theft will flee to China,https://www.reuters.com/article/us-apple-trade-secrets/apple-has-deep-concerns-that-ex-employees-accused-of-theft-will-flee-to-china-idUSKBN1YD2IT,7 months ago,Apple has 'deep concerns' that ex-employees accused of theft will flee to China,0.155,0.845,0.0,-0.296
288,288,Austrian sensor specialist AMS acquires 59% of Osram shares,https://www.reuters.com/article/us-osram-licht-m-a-ams/austrian-sensor-specialist-ams-acquires-59-of-osram-shares-idUSKBN1YE0OB,7 months ago,Austrian sensor specialist AMS acquires 59% of Osram shares,0.0,0.784,0.216,0.296
289,289,Apple has 'deep concerns' that ex-employees accused of theft will flee,https://www.reuters.com/article/apple-trade-secrets/apple-has-deep-concerns-that-ex-employees-accused-of-theft-will-flee-idUSL1N28J1HY,7 months ago,Apple has 'deep concerns' that ex-employees accused of theft will flee,0.18,0.82,0.0,-0.296
290,290,"US STOCKS SNAPSHOT-Apple, healthcare weigh on Wall Street as trade deadline looms",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-apple-healthcare-weigh-on-wall-street-as-trade-deadline-looms-idUSAQN01O3VW,7 months ago,"Apple, healthcare weigh on Wall Street as trade deadline looms",0.151,0.849,0.0,-0.1531
291,291,Austria's AMS hails Osram victory with second $5.1 billion bid,https://www.reuters.com/article/us-osram-licht-m-a-ams/austrias-ams-hails-osram-victory-with-second-5-1-billion-bid-idUSKBN1YA26A,7 months ago,Austria's AMS hails Osram victory with second $5.1 billion bid,0.0,1.0,0.0,0.0
292,292,Global stocks falter on trade uncertainty; sterling gains,https://www.reuters.com/article/us-global-markets/global-stocks-falter-on-trade-uncertainty-sterling-gains-idUSKBN1Y903L,7 months ago,Global stocks falter on trade uncertainty; sterling gains,0.222,0.556,0.222,0.0
293,293,Apple buys first-ever carbon-free aluminum from Alcoa-Rio Tinto venture,https://www.reuters.com/article/us-apple-aluminum/apple-buys-first-ever-carbon-free-aluminum-from-alcoa-rio-tinto-venture-idUSKBN1Y91RQ,7 months ago,Apple buys first-ever carbon-free aluminum from Alcoa-Rio Tinto venture,0.0,1.0,0.0,0.0
294,294,Apple fails to end MacBook 'butterfly' keyboard class action,https://www.reuters.com/article/us-apple-macbooks/apple-fails-to-end-macbook-butterfly-keyboard-class-action-idUSKBN1Y629A,7 months ago,Apple fails to end MacBook 'butterfly' keyboard class action,0.259,0.741,0.0,-0.4215
295,295,Apple 'taking a deeper look' at map policies after calling Crimea part of Russia,https://www.reuters.com/article/us-apple-crimea/apple-taking-a-deeper-look-at-map-policies-after-calling-crimea-part-of-russia-idUSKBN1Y32GP,7 months ago,Apple 'taking a deeper look' at map policies after calling Crimea part of Russia,0.0,1.0,0.0,0.0
296,296,Intel says Qualcomm tactics forced it out of modem chip market,https://www.reuters.com/article/qualcomm-ftc-intel/intel-says-qualcomm-tactics-forced-it-out-of-modem-chip-market-idUSL1N2871P4,7 months ago,Intel says Qualcomm tactics forced it out of modem chip market,0.231,0.769,0.0,-0.4588
297,297,Apple supplier Japan Display to review past earnings after fraud warning,https://www.reuters.com/article/us-japan-display-corruption/apple-supplier-japan-display-to-review-past-earnings-after-fraud-warning-idUSKBN1Y115M,7 months ago,Apple supplier Japan Display to review past earnings after fraud warning,0.408,0.592,0.0,-0.7351
298,298,Apple supplier Japan Display to review past accounting records,https://www.reuters.com/article/japan-display-corruption/apple-supplier-japan-display-to-review-past-accounting-records-idUSL4N2872SN,7 months ago,Apple supplier Japan Display to review past accounting records,0.0,1.0,0.0,0.0
299,299,Apple supplier Salcomp to invest $279 million in new Indian plant,https://www.reuters.com/article/us-apple-india/apple-supplier-salcomp-to-invest-279-million-in-new-indian-plant-idUSKBN1XZ0ZU,7 months ago,Apple supplier Salcomp to invest $279 million in new Indian plant,0.0,1.0,0.0,0.0
300,300,VirnetX patent win against Apple vacated by U.S. appeals court,https://www.reuters.com/article/us-apple-virnetx-verdict/virnetx-patent-win-against-apple-vacated-by-u-s-appeals-court-idUSKBN1XW1TS,7 months ago,VirnetX patent win against Apple vacated by U.S. appeals court,0.0,0.703,0.297,0.5859
301,301,VirnetX patent win against Apple vacated by U.S. appeals court,https://www.reuters.com/article/apple-virnetx-verdict/virnetx-patent-win-against-apple-vacated-by-u-s-appeals-court-idUSL2N2820OV,7 months ago,VirnetX patent win against Apple vacated by U.S. appeals court,0.0,0.703,0.297,0.5859
302,302,Rightmove taps ex-Shazam boss Andrew Fisher as its new chairman,https://www.reuters.com/article/rightmove-chairman/rightmove-taps-ex-shazam-boss-andrew-fisher-as-its-new-chairman-idUSL3N2821UU,7 months ago,Rightmove taps ex-Shazam boss Andrew Fisher as its new chairman,0.0,1.0,0.0,0.0
303,303,"Apple, Intel file antitrust case vs SoftBank-owned firm over patent practices",https://www.reuters.com/article/us-intel-softbank-group/apple-intel-file-antitrust-case-vs-softbank-owned-firm-over-patent-practices-idUSKBN1XV09H,7 months ago,"Apple, Intel file antitrust case vs SoftBank-owned firm over patent practices",0.0,1.0,0.0,0.0
304,304,Trump wants Apple to be involved in 5G infrastructure building in U.S.,https://www.reuters.com/article/us-usa-trump-apple-5g/trump-wants-apple-to-be-involved-in-5g-infrastructure-building-in-u-s-idUSKBN1XV1FW,7 months ago,Trump wants Apple to be involved in 5G infrastructure building in U.S.,0.0,1.0,0.0,0.0
305,305,"RPT-Apple, Intel file antitrust case against SoftBank-backed firm over patent practices",https://www.reuters.com/article/intel-softbank-group/rpt-apple-intel-file-antitrust-case-against-softbank-backed-firm-over-patent-practices-idUSL2N28103Z,7 months ago,"Apple, Intel file antitrust case against SoftBank-backed firm over patent practices",0.0,1.0,0.0,0.0
306,306,"Apple, Intel file antitrust case against SoftBank-backed firm over patent practices",https://www.reuters.com/article/intel-softbank-group/apple-intel-file-antitrust-case-against-softbank-backed-firm-over-patent-practices-idUSL2N281042,7 months ago,"Apple, Intel file antitrust case against SoftBank-backed firm over patent practices",0.0,1.0,0.0,0.0
307,307,Apple cancels premiere of film 'The Banker' after unspecified 'concerns',https://www.reuters.com/article/us-apple-film/apple-cancels-premiere-of-film-the-banker-after-unspecified-concerns-idUSKBN1XV05N,7 months ago,Apple cancels premiere of film 'The Banker' after unspecified 'concerns',0.174,0.826,0.0,-0.2263
308,308,Trump considering whether Apple should be exempt from China tariffs,https://www.reuters.com/article/us-usa-trump-apple/trump-considering-whether-apple-should-be-exempt-from-china-tariffs-idUSKBN1XU2SN,7 months ago,Trump considering whether Apple should be exempt from China tariffs,0.0,0.865,0.135,0.1027
309,309,Apple supplier Japan Display says executive embezzled $5.25 million,https://www.reuters.com/article/us-japan-display-corruption/apple-supplier-japan-display-says-executive-embezzled-5-25-million-idUSKBN1XU2VY,7 months ago,Apple supplier Japan Display says executive embezzled $5.25 million,0.0,1.0,0.0,0.0
310,310,Accounting executive at Apple supplier JDI embezzled $5.25 mln -Asahi,https://www.reuters.com/article/japan-display-corruption/accounting-executive-at-apple-supplier-jdi-embezzled-5-25-mln-asahi-idUST9N26P05B,7 months ago,Accounting executive at Apple supplier JDI embezzled $5.25 mln -Asahi,0.0,1.0,0.0,0.0
311,311,Trump says looking at whether Apple should be exempt from China tariffs,https://www.reuters.com/article/usa-trump-apple/trump-says-looking-at-whether-apple-should-be-exempt-from-china-tariffs-idUSW1N27702H,7 months ago,Trump says looking at whether Apple should be exempt from China tariffs,0.0,0.887,0.113,0.1027
312,312,Apple starts construction of new $1 billion campus in Texas,https://www.reuters.com/article/us-usa-trump-apple-campus/apple-starts-construction-of-new-1-billion-campus-in-texas-idUSKBN1XU1JR,7 months ago,Apple starts construction of new $1 billion campus in Texas,0.0,1.0,0.0,0.0
313,313,Apple starts construction of new campus in Texas,https://www.reuters.com/article/usa-trump-apple-campus/apple-starts-construction-of-new-campus-in-texas-idUSL3N28037T,7 months ago,Apple starts construction of new campus in Texas,0.0,1.0,0.0,0.0
314,314,"Factbox: 'To Tim': Trump's tweets to Apple CEO Cook on factories, iPhones",https://www.reuters.com/article/us-usa-trump-apple-tweets-factbox/factbox-to-tim-trumps-tweets-to-apple-ceo-cook-on-factories-iphones-idUSKBN1XU1H1,7 months ago,"'To Tim': Trump's tweets to Apple CEO Cook on factories, iPhones",0.0,1.0,0.0,0.0
315,315,"IN BRIEF: No cert for Straight Path in patent fight with Apple, Cisco",https://www.reuters.com/article/in-brief-no-cert-for-straight-path-in-pa/in-brief-no-cert-for-straight-path-in-patent-fight-with-apple-cisco-idUSL2N27Y1LB,8 months ago,"No cert for Straight Path in patent fight with Apple, Cisco",0.327,0.544,0.129,-0.4404
316,316,Apple warns of risks from German law to open up mobile payments,https://www.reuters.com/article/us-apple-germany-apple-pay/apple-warns-of-risks-from-german-law-to-open-up-mobile-payments-idUSKBN1XP16M,8 months ago,Apple warns of risks from German law to open up mobile payments,0.259,0.741,0.0,-0.3612
317,317,US STOCKS SNAPSHOT-Trade hopes propel Wall Street to records; healthcare climbs,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-trade-hopes-propel-wall-street-to-records-healthcare-climbs-idUSZXN0RQ12I,8 months ago,Trade hopes propel Wall Street to records; healthcare climbs,0.0,0.741,0.259,0.4215
318,318,"Former Apple chip executives found company to take on Intel, AMD",https://www.reuters.com/article/us-nuvia-tech/former-apple-chip-executives-found-company-to-take-on-intel-amd-idUSKBN1XP19V,8 months ago,"Former Apple chip executives found company to take on Intel, AMD",0.0,1.0,0.0,0.0
319,319,Apple could raise annual ad income to $11 billion by 2025: JPMorgan,https://www.reuters.com/article/us-apple-advertising/apple-could-raise-annual-ad-income-to-11-billion-by-2025-jpmorgan-idUSKBN1XP17L,8 months ago,Apple could raise annual ad income to $11 billion by 2025: JPMorgan,0.0,1.0,0.0,0.0
320,320,Apple warns of risks from German law to open up mobile payments,https://www.reuters.com/article/apple-germany-apple-pay/apple-warns-of-risks-from-german-law-to-open-up-mobile-payments-idUSL8N27V2SW,8 months ago,Apple warns of risks from German law to open up mobile payments,0.259,0.741,0.0,-0.3612
321,321,"US STOCKS SNAPSHOT-S&P 500 notches another record, shakes off dour Cisco forecast",https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-sp-500-notches-another-record-shakes-off-dour-cisco-forecast-idUSZXN0RQ02I,8 months ago,"S&P 500 notches another record, shakes off dour Cisco forecast",0.0,1.0,0.0,0.0
322,322,Apple launches app to let users enroll in health studies,https://www.reuters.com/article/us-apple-health/apple-launches-app-to-let-users-enroll-in-health-studies-idUSKBN1XO21D,8 months ago,Apple launches app to let users enroll in health studies,0.0,1.0,0.0,0.0
323,323,"Peloton exploring apps for Amazon Fire TV, Apple Watch: Bloomberg",https://www.reuters.com/article/us-peloton-software/peloton-exploring-apps-for-amazon-fire-tv-apple-watch-bloomberg-idUSKBN1XN2QG,8 months ago,"Peloton exploring apps for Amazon Fire TV, Apple Watch: Bloomberg",0.198,0.661,0.14,-0.1779
324,324,Apple refreshes MacBook Pro laptop with 16-inch screen,https://www.reuters.com/article/us-apple-macbook/apple-refreshes-macbook-pro-laptop-with-16-inch-screen-idUSKBN1XN1V8,8 months ago,Apple refreshes MacBook Pro laptop with 16-inch screen,0.0,1.0,0.0,0.0
325,325,"Apple supplier Foxconn's Q3 profit up 23%, beats forecast",https://www.reuters.com/article/foxconn-results/apple-supplier-foxconns-q3-profit-up-23-beats-forecast-idUSL4N27T1PU,8 months ago,"Apple supplier Foxconn's Q3 profit up 23%, beats forecast",0.0,0.734,0.266,0.4404
326,326,Apple supplier Japan Display logs 11th straight quarterly net loss,https://www.reuters.com/article/us-japan-display-results/apple-supplier-japan-display-logs-11th-straight-quarterly-net-loss-idUSKBN1XN0JW,8 months ago,Apple supplier Japan Display logs 11th straight quarterly net loss,0.189,0.656,0.156,-0.1027
327,327,Apple supplier Japan Display logs 11th straight quarterly net loss,https://www.reuters.com/article/japan-display-results/apple-supplier-japan-display-logs-11th-straight-quarterly-net-loss-idUSL4N27T1HO,8 months ago,Apple supplier Japan Display logs 11th straight quarterly net loss,0.189,0.656,0.156,-0.1027
